value,quality,type,time(msec)
22,32,1,427670
0,27,0,427920
22,27,1,427920
0,27,0,428170
22,27,1,428170
52,129,3,428255
99,129,4,428255
0,27,0,428420
22,27,1,428420
0,27,0,428670
22,27,1,428670
2603,0,5,428670
31,0,2,428670
0,27,0,428920
22,27,1,428920
0,30,0,429170
22,30,1,429170
52,129,3,429221
99,129,4,429221
0,30,0,429420
22,30,1,429420
0,30,0,429670
22,30,1,429670
0,30,0,429920
22,30,1,429920
0,30,0,430170
22,30,1,430170
52,1,3,430369
99,1,4,430369
0,31,0,430420
22,31,1,430420
0,31,0,430670
22,31,1,430670
2603,0,5,430670
31,0,2,430670
0,31,0,430920
22,31,1,430920
0,31,0,431170
22,31,1,431170
52,5,3,431283
99,5,4,431283
0,38,0,431420
22,38,1,431420
0,38,0,431670
22,38,1,431670
0,38,0,431920
22,38,1,431920
0,38,0,432170
22,38,1,432170
52,1,3,432214
99,1,4,432214
0,38,0,432420
22,38,1,432420
0,24,0,432670
22,24,1,432670
2603,0,5,432670
31,0,2,432670
0,24,0,432920
22,24,1,432920
0,24,0,433170
22,24,1,433170
0,24,0,433420
22,24,1,433420
52,5,3,433466
99,5,4,433466
0,24,0,433670
22,24,1,433670
0,31,0,433920
22,31,1,433920
0,31,0,434170
22,31,1,434170
52,129,3,434263
99,129,4,434263
0,31,0,434420
22,31,1,434420
0,31,0,434670
22,31,1,434670
2603,0,5,434670
31,0,2,434670
0,31,0,434920
22,31,1,434920
0,46,0,435170
22,46,1,435170
52,1,3,435218
99,1,4,435218
0,46,0,435420
22,46,1,435420
0,46,0,435670
22,46,1,435670
0,46,0,435920
22,46,1,435920
0,46,0,436170
22,46,1,436170
0,35,0,436420
22,35,1,436420
0,35,0,436670
22,35,1,436670
2602,0,5,436670
31,0,2,436670
0,35,0,436920
22,35,1,436920
0,35,0,437170
22,35,1,437170
0,35,0,437420
22,35,1,437420
0,32,0,437670
22,32,1,437670
0,32,0,437920
22,32,1,437920
0,32,0,438170
22,32,1,438170
0,32,0,438420
22,32,1,438420
0,48,0,438670
22,48,1,438670
2602,0,5,438670
31,0,2,438670
0,48,0,438920
22,48,1,438920
0,48,0,439170
22,48,1,439170
0,48,0,439420
22,48,1,439420
0,48,0,439670
22,48,1,439670
0,29,0,439920
22,29,1,439920
0,29,0,440170
22,29,1,440170
0,29,0,440420
22,29,1,440420
0,29,0,440670
22,29,1,440670
2602,0,5,440670
31,0,2,440670
0,29,0,440920
22,29,1,440920
0,36,0,441170
22,36,1,441170
0,36,0,441420
22,36,1,441420
0,36,0,441670
22,36,1,441670
0,36,0,441920
22,36,1,441920
0,36,0,442170
22,36,1,442170
0,23,0,442420
22,23,1,442420
0,23,0,442670
22,23,1,442670
2602,0,5,442670
31,0,2,442670
0,23,0,442920
22,23,1,442920
0,23,0,443170
22,23,1,443170
0,23,0,443420
22,23,1,443420
0,29,0,443670
22,29,1,443670
0,29,0,443920
22,29,1,443920
0,29,0,444170
22,29,1,444170
0,29,0,444420
22,29,1,444420
0,34,0,444670
22,34,1,444670
2602,0,5,444670
31,0,2,444670
0,34,0,444920
22,34,1,444920
0,34,0,445170
22,34,1,445170
0,34,0,445420
22,34,1,445420
0,34,0,445670
22,34,1,445670
0,33,0,445920
22,33,1,445920
0,33,0,446170
22,33,1,446170
0,33,0,446420
22,33,1,446420
0,33,0,446670
22,33,1,446670
2602,0,5,446670
31,0,2,446670
0,33,0,446920
22,33,1,446920
0,31,0,447170
22,31,1,447170
0,31,0,447420
22,31,1,447420
0,31,0,447670
22,31,1,447670
0,31,0,447920
22,31,1,447920
0,31,0,448170
22,31,1,448170
0,43,0,448420
22,43,1,448420
0,43,0,448670
22,43,1,448670
2602,0,5,448670
31,0,2,448670
0,43,0,448920
22,43,1,448920
0,43,0,449170
22,43,1,449170
0,43,0,449420
22,43,1,449420
0,21,0,449670
22,21,1,449670
0,21,0,449920
22,21,1,449920
0,21,0,450170
22,21,1,450170
0,21,0,450420
22,21,1,450420
0,29,0,450670
22,29,1,450670
2602,0,5,450670
31,0,2,450670
0,29,0,450920
22,29,1,450920
0,29,0,451170
22,29,1,451170
0,29,0,451420
22,29,1,451420
0,29,0,451670
22,29,1,451670
0,43,0,451920
22,43,1,451920
0,43,0,452170
22,43,1,452170
0,43,0,452420
22,43,1,452420
0,43,0,452670
22,43,1,452670
2602,0,5,452670
31,0,2,452670
0,43,0,452920
22,43,1,452920
0,37,0,453170
22,37,1,453170
0,37,0,453420
22,37,1,453420
0,37,0,453670
22,37,1,453670
0,37,0,453920
22,37,1,453920
0,37,0,454170
22,37,1,454170
0,34,0,454420
22,34,1,454420
0,34,0,454670
22,34,1,454670
2602,0,5,454670
31,0,2,454670
0,34,0,454920
22,34,1,454920
0,34,0,455170
22,34,1,455170
0,34,0,455420
22,34,1,455420
0,32,0,455670
22,32,1,455670
0,32,0,455920
22,32,1,455920
0,32,0,456170
22,32,1,456170
0,32,0,456420
22,32,1,456420
0,32,0,456670
22,32,1,456670
2602,0,5,456670
31,0,2,456670
0,35,0,456920
22,35,1,456920
0,35,0,457170
22,35,1,457170
0,35,0,457420
22,35,1,457420
0,35,0,457670
22,35,1,457670
0,31,0,457920
22,31,1,457920
0,31,0,458170
22,31,1,458170
0,31,0,458420
22,31,1,458420
0,31,0,458670
22,31,1,458670
2602,0,5,458670
31,0,2,458670
0,31,0,458920
22,31,1,458920
0,38,0,459170
22,38,1,459170
0,38,0,459420
22,38,1,459420
0,38,0,459670
23,38,1,459670
0,38,0,459920
23,38,1,459920
0,38,0,460170
23,38,1,460170
0,43,0,460420
23,43,1,460420
0,43,0,460670
23,43,1,460670
2602,0,5,460670
31,0,2,460670
0,43,0,460920
23,43,1,460920
0,43,0,461170
23,43,1,461170
0,43,0,461420
23,43,1,461420
0,39,0,461670
23,39,1,461670
0,39,0,461920
23,39,1,461920
0,39,0,462170
23,39,1,462170
0,39,0,462420
23,39,1,462420
0,39,0,462670
23,39,1,462670
2602,0,5,462670
31,0,2,462670
0,28,0,462920
23,28,1,462920
0,28,0,463170
23,28,1,463170
0,28,0,463420
23,28,1,463420
0,28,0,463670
23,28,1,463670
0,35,0,463920
23,35,1,463920
0,35,0,464170
23,35,1,464170
0,35,0,464420
23,35,1,464420
0,35,0,464670
23,35,1,464670
2602,0,5,464670
31,0,2,464670
0,35,0,464920
23,35,1,464920
0,39,0,465170
23,39,1,465170
117,101,3,465304
95,101,4,465304
0,39,0,465420
23,39,1,465420
0,39,0,465670
23,39,1,465670
0,39,0,465920
23,39,1,465920
0,39,0,466170
23,39,1,466170
117,97,3,466216
95,97,4,466216
0,32,0,466420
23,32,1,466420
0,32,0,466670
23,32,1,466670
2602,0,5,466670
31,0,2,466670
0,32,0,466920
23,32,1,466920
0,32,0,467170
23,32,1,467170
117,101,3,467218
95,101,4,467218
0,32,0,467420
23,32,1,467420
0,32,0,467670
23,32,1,467670
0,32,0,467920
23,32,1,467920
0,32,0,468170
23,32,1,468170
117,97,3,468330
95,97,4,468330
0,32,0,468420
23,32,1,468420
0,32,0,468670
23,32,1,468670
2602,0,5,468670
31,0,2,468670
0,37,0,468920
23,37,1,468920
0,37,0,469170
23,37,1,469170
117,97,3,469221
95,97,4,469221
0,37,0,469420
23,37,1,469420
0,37,0,469670
23,37,1,469670
0,29,0,469920
23,29,1,469920
0,29,0,470170
22,29,1,470170
117,97,3,470192
95,97,4,470192
0,29,0,470420
22,29,1,470420
0,29,0,470670
22,29,1,470670
2602,0,5,470670
31,0,2,470670
0,29,0,470920
22,29,1,470920
0,30,0,471170
22,30,1,471170
117,97,3,471295
95,97,4,471295
0,30,0,471420
22,30,1,471420
0,30,0,471670
22,30,1,471670
0,30,0,471920
22,30,1,471920
0,30,0,472170
22,30,1,472170
117,97,3,472234
95,97,4,472234
0,39,0,472420
22,39,1,472420
0,39,0,472670
22,39,1,472670
2602,0,5,472670
31,0,2,472670
0,39,0,472920
22,39,1,472920
0,39,0,473170
22,39,1,473170
117,97,3,473217
95,97,4,473217
0,39,0,473420
22,39,1,473420
0,30,0,473670
22,30,1,473670
0,30,0,473920
22,30,1,473920
0,30,0,474170
22,30,1,474170
117,97,3,474341
95,97,4,474341
0,30,0,474420
22,30,1,474420
0,30,0,474670
22,30,1,474670
2602,0,5,474670
31,0,2,474670
0,19,0,474920
22,19,1,474920
0,19,0,475170
22,19,1,475170
117,97,3,475264
95,97,4,475264
0,19,0,475420
22,19,1,475420
0,19,0,475670
22,19,1,475670
0,19,0,475920
22,19,1,475920
0,25,0,476170
22,25,1,476170
117,97,3,476216
95,97,4,476216
0,25,0,476420
22,25,1,476420
0,25,0,476670
22,25,1,476670
2602,0,5,476670
31,0,2,476670
0,25,0,476920
22,25,1,476920
0,31,0,477170
22,31,1,477170
0,31,0,477420
22,31,1,477420
0,31,0,477670
22,31,1,477670
0,31,0,477920
22,31,1,477920
0,31,0,478170
22,31,1,478170
0,36,0,478420
22,36,1,478420
0,36,0,478670
22,36,1,478670
2602,0,5,478670
31,0,2,478670
0,36,0,478920
22,36,1,478920
0,36,0,479170
22,36,1,479170
0,36,0,479420
22,36,1,479420
0,37,0,479670
22,37,1,479670
0,37,0,479920
22,37,1,479920
0,37,0,480170
22,37,1,480170
0,37,0,480420
22,37,1,480420
0,37,0,480670
22,37,1,480670
2602,0,5,480670
31,0,2,480670
0,45,0,480920
22,45,1,480920
0,45,0,481170
22,45,1,481170
0,45,0,481420
22,45,1,481420
0,45,0,481670
22,45,1,481670
0,45,0,481920
22,45,1,481920
0,28,0,482170
22,28,1,482170
0,28,0,482420
22,28,1,482420
0,28,0,482670
22,28,1,482670
2602,0,5,482670
31,0,2,482670
0,28,0,482920
22,28,1,482920
0,35,0,483170
22,35,1,483170
0,35,0,483420
22,35,1,483420
0,35,0,483670
22,35,1,483670
0,35,0,483920
22,35,1,483920
0,35,0,484170
22,35,1,484170
44,1,3,484304
100,1,4,484304
0,39,0,484420
22,39,1,484420
0,39,0,484670
22,39,1,484670
2601,0,5,484670
31,0,2,484670
0,39,0,484920
22,39,1,484920
0,39,0,485170
23,39,1,485170
46,1,3,485217
100,1,4,485217
0,39,0,485420
23,39,1,485420
0,34,0,485670
23,34,1,485670
0,34,0,485920
23,34,1,485920
0,34,0,486170
23,34,1,486170
0,34,0,486420
23,34,1,486420
46,1,3,486463
100,1,4,486463
0,34,0,486670
23,34,1,486670
2601,0,5,486670
31,0,2,486670
0,41,0,486920
23,41,1,486920
0,41,0,487170
23,41,1,487170
46,1,3,487296
100,1,4,487296
0,41,0,487420
23,41,1,487420
0,41,0,487670
23,41,1,487670
0,41,0,487920
23,41,1,487920
0,39,0,488170
23,39,1,488170
48,1,3,488219
100,1,4,488219
0,39,0,488420
23,39,1,488420
0,39,0,488670
23,39,1,488670
2601,0,5,488670
31,0,2,488670
0,39,0,488920
23,39,1,488920
48,5,3,489092
100,5,4,489092
0,39,0,489170
23,39,1,489170
0,33,0,489420
23,33,1,489420
0,33,0,489670
23,33,1,489670
0,33,0,489920
23,33,1,489920
0,33,0,490170
23,33,1,490170
48,5,3,490333
100,5,4,490333
0,27,0,490420
23,27,1,490420
0,27,0,490670
23,27,1,490670
2601,0,5,490670
31,0,2,490670
0,27,0,490920
23,27,1,490920
0,27,0,491170
23,27,1,491170
48,1,3,491239
100,1,4,491239
0,27,0,491420
23,27,1,491420
0,30,0,491670
23,30,1,491670
0,30,0,491920
23,30,1,491920
0,30,0,492170
23,30,1,492170
48,5,3,492214
100,5,4,492214
0,30,0,492420
23,30,1,492420
0,30,0,492670
23,30,1,492670
2601,0,5,492670
31,0,2,492670
0,28,0,492920
23,28,1,492920
0,28,0,493170
23,28,1,493170
0,28,0,493420
23,28,1,493420
48,1,3,493422
100,1,4,493422
0,28,0,493670
23,28,1,493670
0,28,0,493920
23,28,1,493920
0,33,0,494170
23,33,1,494170
48,5,3,494229
100,5,4,494229
0,33,0,494420
23,33,1,494420
0,33,0,494670
23,33,1,494670
2601,0,5,494670
31,0,2,494670
0,33,0,494920
23,33,1,494920
0,33,0,495170
23,33,1,495170
48,1,3,495214
100,1,4,495214
0,28,0,495420
23,28,1,495420
0,28,0,495670
23,28,1,495670
0,28,0,495920
23,28,1,495920
0,28,0,496170
23,28,1,496170
48,1,3,496356
100,1,4,496356
0,40,0,496420
23,40,1,496420
0,40,0,496670
23,40,1,496670
2601,0,5,496670
31,0,2,496670
0,40,0,496920
23,40,1,496920
0,40,0,497170
23,40,1,497170
48,1,3,497239
100,1,4,497239
0,40,0,497420
23,40,1,497420
0,48,0,497670
23,48,1,497670
0,48,0,497920
23,48,1,497920
0,48,0,498170
23,48,1,498170
48,1,3,498204
100,1,4,498204
0,48,0,498420
23,48,1,498420
0,48,0,498670
23,48,1,498670
2601,0,5,498670
31,0,2,498670
0,26,0,498920
23,26,1,498920
0,26,0,499170
23,26,1,499170
0,26,0,499420
23,26,1,499420
48,1,3,499468
100,1,4,499468
0,26,0,499670
23,26,1,499670
0,26,0,499920
23,26,1,499920
0,40,0,500170
23,40,1,500170
48,33,3,500286
100,33,4,500286
0,40,0,500420
23,40,1,500420
0,40,0,500670
23,40,1,500670
2601,0,5,500670
31,0,2,500670
0,40,0,500920
23,40,1,500920
0,40,0,501170
23,40,1,501170
48,33,3,501219
100,33,4,501219
0,33,0,501420
23,33,1,501420
0,33,0,501670
23,33,1,501670
0,33,0,501920
23,33,1,501920
0,33,0,502170
23,33,1,502170
0,15,0,502420
23,15,1,502420
48,33,3,502466
100,33,4,502466
0,15,0,502670
23,15,1,502670
2601,0,5,502670
31,0,2,502670
0,15,0,502920
23,15,1,502920
0,15,0,503170
23,15,1,503170
48,33,3,503271
100,33,4,503271
0,15,0,503420
23,15,1,503420
0,43,0,503670
23,43,1,503670
0,43,0,503920
23,43,1,503920
0,43,0,504170
23,43,1,504170
48,33,3,504217
100,33,4,504217
0,43,0,504420
23,43,1,504420
0,43,0,504670
23,43,1,504670
2601,0,5,504670
31,0,2,504670
0,34,0,504920
23,34,1,504920
0,34,0,505170
23,34,1,505170
0,34,0,505420
23,34,1,505420
48,1,3,505469
100,1,4,505469
0,34,0,505670
23,34,1,505670
0,34,0,505920
23,34,1,505920
0,37,0,506170
23,37,1,506170
48,1,3,506301
100,1,4,506301
0,37,0,506420
23,37,1,506420
0,37,0,506670
23,37,1,506670
2601,0,5,506670
31,0,2,506670
0,37,0,506920
23,37,1,506920
0,37,0,507170
23,37,1,507170
48,5,3,507253
100,5,4,507253
0,45,0,507420
23,45,1,507420
0,45,0,507670
23,45,1,507670
0,45,0,507920
23,45,1,507920
0,45,0,508170
23,45,1,508170
0,45,0,508420
23,45,1,508420
48,1,3,508467
100,1,4,508467
0,16,0,508670
23,16,1,508670
2601,0,5,508670
31,0,2,508670
0,16,0,508920
23,16,1,508920
0,16,0,509170
23,16,1,509170
48,1,3,509327
100,1,4,509327
0,16,0,509420
23,16,1,509420
0,22,0,509670
23,22,1,509670
0,22,0,509920
23,22,1,509920
0,22,0,510170
23,22,1,510170
48,1,3,510218
100,1,4,510218
0,22,0,510420
23,22,1,510420
0,22,0,510670
23,22,1,510670
2601,0,5,510670
31,0,2,510670
0,38,0,510920
23,38,1,510920
0,38,0,511170
23,38,1,511170
0,38,0,511420
23,38,1,511420
48,1,3,511466
99,1,4,511466
0,38,0,511670
23,38,1,511670
0,38,0,511920
23,38,1,511920
0,35,0,512170
23,35,1,512170
48,129,3,512296
99,129,4,512296
0,35,0,512420
23,35,1,512420
0,35,0,512670
23,35,1,512670
2601,0,5,512670
31,0,2,512670
0,35,0,512920
23,35,1,512920
0,35,0,513170
23,35,1,513170
48,1,3,513217
99,1,4,513217
0,27,0,513420
23,27,1,513420
0,27,0,513670
23,27,1,513670
0,27,0,513920
23,27,1,513920
0,27,0,514170
23,27,1,514170
0,27,0,514420
23,27,1,514420
48,1,3,514467
99,1,4,514467
0,28,0,514670
23,28,1,514670
2601,0,5,514670
31,0,2,514670
0,28,0,514920
23,28,1,514920
0,28,0,515170
23,28,1,515170
48,1,3,515336
99,1,4,515336
0,28,0,515420
23,28,1,515420
0,27,0,515670
23,27,1,515670
0,27,0,515920
23,27,1,515920
0,27,0,516170
23,27,1,516170
48,129,3,516244
99,129,4,516244
0,27,0,516420
23,27,1,516420
0,27,0,516670
23,27,1,516670
2601,0,5,516670
31,0,2,516670
0,30,0,516920
23,30,1,516920
0,30,0,517170
23,30,1,517170
48,129,3,517216
99,129,4,517216
0,30,0,517420
23,30,1,517420
0,30,0,517670
23,30,1,517670
0,30,0,517920
23,30,1,517920
0,32,0,518170
22,32,1,518170
48,129,3,518343
99,129,4,518343
0,32,0,518420
22,32,1,518420
0,32,0,518670
22,32,1,518670
2601,0,5,518670
31,0,2,518670
0,32,0,518920
22,32,1,518920
0,32,0,519170
22,32,1,519170
49,129,3,519264
99,129,4,519264
0,32,0,519420
22,32,1,519420
0,32,0,519670
22,32,1,519670
0,32,0,519920
22,32,1,519920
0,32,0,520170
22,32,1,520170
50,129,3,520214
100,129,4,520214
0,32,0,520420
22,32,1,520420
0,32,0,520670
22,32,1,520670
2601,0,5,520670
31,0,2,520670
0,32,0,520920
22,32,1,520920
0,32,0,521170
22,32,1,521170
50,5,3,521362
100,5,4,521362
0,32,0,521420
22,32,1,521420
0,31,0,521670
22,31,1,521670
0,31,0,521920
22,31,1,521920
0,31,0,522170
22,31,1,522170
50,1,3,522267
100,1,4,522267
0,31,0,522420
22,31,1,522420
0,31,0,522670
22,31,1,522670
2600,0,5,522670
31,0,2,522670
0,39,0,522920
22,39,1,522920
0,39,0,523170
22,39,1,523170
50,129,3,523214
100,129,4,523214
0,39,0,523420
22,39,1,523420
0,39,0,523670
22,39,1,523670
0,39,0,523920
22,39,1,523920
0,34,0,524170
22,34,1,524170
50,129,3,524360
100,129,4,524360
0,34,0,524420
22,34,1,524420
0,34,0,524670
22,34,1,524670
2601,0,5,524670
31,0,2,524670
0,34,0,524920
22,34,1,524920
0,34,0,525170
22,34,1,525170
50,1,3,525266
100,1,4,525266
0,27,0,525420
22,27,1,525420
0,27,0,525670
22,27,1,525670
0,27,0,525920
22,27,1,525920
0,27,0,526170
22,27,1,526170
50,5,3,526217
100,5,4,526217
0,27,0,526420
22,27,1,526420
0,36,0,526670
22,36,1,526670
2601,0,5,526670
31,0,2,526670
0,36,0,526920
22,36,1,526920
0,36,0,527170
22,36,1,527170
0,36,0,527420
22,36,1,527420
50,1,3,527467
100,1,4,527467
0,36,0,527670
22,36,1,527670
0,29,0,527920
22,29,1,527920
0,29,0,528170
22,29,1,528170
50,129,3,528293
100,129,4,528293
0,29,0,528420
22,29,1,528420
0,29,0,528670
22,29,1,528670
2600,0,5,528670
31,0,2,528670
0,32,0,528920
22,32,1,528920
0,32,0,529170
22,32,1,529170
50,1,3,529216
100,1,4,529216
0,32,0,529420
22,32,1,529420
0,32,0,529670
22,32,1,529670
0,32,0,529920
22,32,1,529920
0,30,0,530170
22,30,1,530170
0,30,0,530420
22,30,1,530420
50,1,3,530464
100,1,4,530464
0,30,0,530670
22,30,1,530670
2601,0,5,530670
31,0,2,530670
0,30,0,530920
22,30,1,530920
0,30,0,531170
23,30,1,531170
50,33,3,531242
100,33,4,531242
0,34,0,531420
23,34,1,531420
0,34,0,531670
23,34,1,531670
0,34,0,531920
23,34,1,531920
0,34,0,532170
23,34,1,532170
50,37,3,532217
100,37,4,532217
0,34,0,532420
23,34,1,532420
0,34,0,532670
23,34,1,532670
2601,0,5,532670
31,0,2,532670
0,34,0,532920
23,34,1,532920
50,33,3,533069
100,33,4,533069
0,34,0,533170
23,34,1,533170
0,34,0,533420
23,34,1,533420
0,34,0,533670
23,34,1,533670
0,32,0,533920
23,32,1,533920
0,32,0,534170
23,32,1,534170
50,33,3,534303
100,33,4,534303
0,32,0,534420
23,32,1,534420
0,32,0,534670
23,32,1,534670
2600,0,5,534670
31,0,2,534670
0,17,0,534920
23,17,1,534920
0,17,0,535170
23,17,1,535170
50,33,3,535218
100,33,4,535218
0,17,0,535420
23,17,1,535420
0,17,0,535670
23,17,1,535670
0,17,0,535920
23,17,1,535920
0,34,0,536170
23,34,1,536170
0,34,0,536420
23,34,1,536420
50,129,3,536466
100,129,4,536466
0,34,0,536670
23,34,1,536670
2600,0,5,536670
31,0,2,536670
0,34,0,536920
23,34,1,536920
0,34,0,537170
23,34,1,537170
50,129,3,537340
100,129,4,537340
0,30,0,537420
23,30,1,537420
0,30,0,537670
23,30,1,537670
0,30,0,537920
23,30,1,537920
0,30,0,538170
23,30,1,538170
50,129,3,538233
100,129,4,538233
0,30,0,538420
23,30,1,538420
0,34,0,538670
23,34,1,538670
2600,0,5,538670
31,0,2,538670
0,34,0,538920
23,34,1,538920
0,34,0,539170
23,34,1,539170
0,34,0,539420
23,34,1,539420
52,129,3,539471
100,129,4,539471
0,34,0,539670
23,34,1,539670
0,41,0,539920
22,41,1,539920
0,41,0,540170
22,41,1,540170
52,129,3,540338
100,129,4,540338
0,41,0,540420
22,41,1,540420
0,41,0,540670
22,41,1,540670
2600,0,5,540670
31,0,2,540670
0,48,0,540920
22,48,1,540920
0,48,0,541170
22,48,1,541170
52,129,3,541247
100,129,4,541247
0,48,0,541420
22,48,1,541420
0,48,0,541670
22,48,1,541670
0,48,0,541920
21,48,1,541920
0,36,0,542170
21,36,1,542170
0,36,0,542420
21,36,1,542420
53,129,3,542455
100,129,4,542455
0,36,0,542670
21,36,1,542670
2600,0,5,542670
31,0,2,542670
0,36,0,542920
21,36,1,542920
0,36,0,543170
21,36,1,543170
53,129,3,543338
100,129,4,543338
0,31,0,543420
21,31,1,543420
0,31,0,543670
22,31,1,543670
0,31,0,543920
22,31,1,543920
0,31,0,544170
22,31,1,544170
53,5,3,544198
100,5,4,544198
0,31,0,544420
22,31,1,544420
0,28,0,544670
22,28,1,544670
2600,0,5,544670
31,0,2,544670
0,28,0,544920
22,28,1,544920
0,28,0,545170
22,28,1,545170
53,1,3,545215
100,1,4,545215
0,28,0,545420
22,28,1,545420
0,28,0,545670
22,28,1,545670
0,22,0,545920
22,22,1,545920
0,22,0,546170
22,22,1,546170
53,129,3,546354
100,129,4,546354
0,22,0,546420
22,22,1,546420
0,22,0,546670
22,22,1,546670
2600,0,5,546670
31,0,2,546670
0,22,0,546920
22,22,1,546920
0,33,0,547170
21,33,1,547170
53,129,3,547258
100,129,4,547258
0,33,0,547420
21,33,1,547420
0,33,0,547670
21,33,1,547670
0,33,0,547920
21,33,1,547920
0,32,0,548170
21,32,1,548170
53,1,3,548214
100,1,4,548214
0,32,0,548420
21,32,1,548420
0,32,0,548670
21,32,1,548670
2600,0,5,548670
31,0,2,548670
0,32,0,548920
21,32,1,548920
0,32,0,549170
21,32,1,549170
53,1,3,549360
100,1,4,549360
0,37,0,549420
21,37,1,549420
0,37,0,549670
21,37,1,549670
0,37,0,549920
21,37,1,549920
0,37,0,550170
21,37,1,550170
53,1,3,550238
100,1,4,550238
0,37,0,550420
21,37,1,550420
0,43,0,550670
21,43,1,550670
2600,0,5,550670
31,0,2,550670
0,43,0,550920
21,43,1,550920
0,43,0,551170
21,43,1,551170
53,1,3,551218
100,1,4,551218
0,43,0,551420
21,43,1,551420
0,43,0,551670
21,43,1,551670
0,39,0,551920
21,39,1,551920
0,39,0,552170
21,39,1,552170
53,1,3,552352
100,1,4,552352
0,39,0,552420
21,39,1,552420
0,39,0,552670
21,39,1,552670
2600,0,5,552670
31,0,2,552670
0,39,0,552920
21,39,1,552920
0,37,0,553170
21,37,1,553170
53,1,3,553283
100,1,4,553283
0,37,0,553420
21,37,1,553420
0,37,0,553670
21,37,1,553670
0,37,0,553920
21,37,1,553920
0,27,0,554170
21,27,1,554170
53,33,3,554218
100,33,4,554218
0,27,0,554420
21,27,1,554420
0,27,0,554670
21,27,1,554670
2600,0,5,554670
31,0,2,554670
0,27,0,554920
21,27,1,554920
0,27,0,555170
21,27,1,555170
0,28,0,555420
21,28,1,555420
53,33,3,555470
100,33,4,555470
0,28,0,555670
21,28,1,555670
0,28,0,555920
21,28,1,555920
0,28,0,556170
21,28,1,556170
53,129,3,556276
100,129,4,556276
0,28,0,556420
21,28,1,556420
0,40,0,556670
21,40,1,556670
2600,0,5,556670
31,0,2,556670
0,40,0,556920
21,40,1,556920
0,40,0,557170
21,40,1,557170
53,129,3,557225
100,129,4,557225
0,40,0,557420
21,40,1,557420
0,40,0,557670
21,40,1,557670
0,32,0,557920
21,32,1,557920
0,32,0,558170
21,32,1,558170
0,32,0,558420
21,32,1,558420
52,129,3,558468
100,129,4,558468
0,32,0,558670
21,32,1,558670
2600,0,5,558670
31,0,2,558670
0,32,0,558920
21,32,1,558920
0,36,0,559170
21,36,1,559170
51,129,3,559284
100,129,4,559284
0,36,0,559420
21,36,1,559420
0,36,0,559670
21,36,1,559670
0,36,0,559920
21,36,1,559920
0,40,0,560170
21,40,1,560170
51,1,3,560234
100,1,4,560234
0,40,0,560420
21,40,1,560420
0,40,0,560670
21,40,1,560670
2600,0,5,560670
31,0,2,560670
0,40,0,560920
21,40,1,560920
0,40,0,561170
21,40,1,561170
0,42,0,561420
21,42,1,561420
51,13,3,561445
100,13,4,561445
0,42,0,561670
21,42,1,561670
0,42,0,561920
21,42,1,561920
0,42,0,562170
21,42,1,562170
51,1,3,562291
100,1,4,562291
0,42,0,562420
21,42,1,562420
0,28,0,562670
21,28,1,562670
2600,0,5,562670
31,0,2,562670
0,28,0,562920
21,28,1,562920
0,28,0,563170
21,28,1,563170
51,1,3,563198
100,1,4,563198
0,28,0,563420
21,28,1,563420
0,28,0,563670
21,28,1,563670
0,25,0,563920
21,25,1,563920
0,25,0,564170
21,25,1,564170
0,25,0,564420
21,25,1,564420
51,1,3,564461
100,1,4,564461
0,25,0,564670
21,25,1,564670
2600,0,5,564670
31,0,2,564670
0,25,0,564920
21,25,1,564920
0,31,0,565170
21,31,1,565170
51,1,3,565261
100,1,4,565261
0,31,0,565420
21,31,1,565420
0,31,0,565670
21,31,1,565670
0,31,0,565920
21,31,1,565920
0,31,0,566170
21,31,1,566170
51,129,3,566219
100,129,4,566219
0,33,0,566420
21,33,1,566420
0,33,0,566670
21,33,1,566670
2600,0,5,566670
31,0,2,566670
0,33,0,566920
21,33,1,566920
0,33,0,567170
21,33,1,567170
0,40,0,567420
21,40,1,567420
51,129,3,567482
100,129,4,567482
0,40,0,567670
21,40,1,567670
0,40,0,567920
21,40,1,567920
0,40,0,568170
21,40,1,568170
51,129,3,568302
100,129,4,568302
0,40,0,568420
21,40,1,568420
0,32,0,568670
21,32,1,568670
2599,0,5,568670
31,0,2,568670
0,32,0,568920
21,32,1,568920
0,32,0,569170
21,32,1,569170
51,129,3,569241
100,129,4,569241
0,32,0,569420
21,32,1,569420
0,32,0,569670
21,32,1,569670
0,29,0,569920
21,29,1,569920
0,29,0,570170
21,29,1,570170
0,29,0,570420
21,29,1,570420
51,129,3,570468
100,129,4,570468
0,29,0,570670
21,29,1,570670
2599,0,5,570670
31,0,2,570670
0,29,0,570920
21,29,1,570920
0,29,0,571170
21,29,1,571170
50,129,3,571338
100,129,4,571338
0,29,0,571420
21,29,1,571420
0,29,0,571670
21,29,1,571670
0,29,0,571920
21,29,1,571920
0,29,0,572170
21,29,1,572170
50,129,3,572248
100,129,4,572248
0,29,0,572420
21,29,1,572420
0,29,0,572670
21,29,1,572670
2600,0,5,572670
31,0,2,572670
0,29,0,572920
21,29,1,572920
0,29,0,573170
21,29,1,573170
50,129,3,573215
100,129,4,573215
0,21,0,573420
21,21,1,573420
0,21,0,573670
21,21,1,573670
0,21,0,573920
21,21,1,573920
0,21,0,574170
21,21,1,574170
51,129,3,574372
100,129,4,574372
0,21,0,574420
21,21,1,574420
0,35,0,574670
21,35,1,574670
