value,quality,type,time(msec)
22,27,1,140670
2609,0,5,140670
31,0,2,140670
0,27,0,140920
22,27,1,140920
50,1,3,141059
100,1,4,141059
0,27,0,141170
22,27,1,141170
0,27,0,141420
22,27,1,141420
0,39,0,141670
22,39,1,141670
0,39,0,141920
22,39,1,141920
0,39,0,142170
22,39,1,142170
50,1,3,142264
100,1,4,142264
0,39,0,142420
22,39,1,142420
0,28,0,142670
22,28,1,142670
2609,0,5,142670
31,0,2,142670
0,28,0,142920
22,28,1,142920
0,28,0,143170
22,28,1,143170
50,5,3,143214
100,5,4,143214
0,28,0,143420
22,28,1,143420
0,28,0,143670
22,28,1,143670
0,42,0,143920
22,42,1,143920
50,129,3,144067
100,129,4,144067
0,42,0,144170
22,42,1,144170
0,42,0,144420
22,42,1,144420
0,42,0,144670
22,42,1,144670
2609,0,5,144670
31,0,2,144670
0,42,0,144920
22,42,1,144920
0,43,0,145170
22,43,1,145170
50,1,3,145281
100,1,4,145281
0,43,0,145420
22,43,1,145420
0,43,0,145670
22,43,1,145670
0,43,0,145920
22,43,1,145920
0,43,0,146170
22,43,1,146170
51,129,3,146231
100,129,4,146231
0,32,0,146420
22,32,1,146420
0,32,0,146670
22,32,1,146670
2609,0,5,146670
31,0,2,146670
0,32,0,146920
22,32,1,146920
51,129,3,147101
100,129,4,147101
0,32,0,147170
22,32,1,147170
0,32,0,147420
22,32,1,147420
0,40,0,147670
22,40,1,147670
0,40,0,147920
22,40,1,147920
0,40,0,148170
22,40,1,148170
51,129,3,148305
100,129,4,148305
0,40,0,148420
22,40,1,148420
0,34,0,148670
22,34,1,148670
2609,0,5,148670
31,0,2,148670
0,34,0,148920
22,34,1,148920
0,34,0,149170
22,34,1,149170
51,1,3,149218
100,1,4,149218
0,34,0,149420
22,34,1,149420
0,34,0,149670
22,34,1,149670
0,28,0,149920
22,28,1,149920
51,129,3,150090
100,129,4,150090
0,28,0,150170
22,28,1,150170
0,28,0,150420
22,28,1,150420
0,28,0,150670
22,28,1,150670
2609,0,5,150670
31,0,2,150670
0,28,0,150920
22,28,1,150920
0,34,0,151170
22,34,1,151170
51,1,3,151309
100,1,4,151309
0,34,0,151420
22,34,1,151420
0,34,0,151670
22,34,1,151670
0,34,0,151920
22,34,1,151920
0,34,0,152170
22,34,1,152170
51,129,3,152216
100,129,4,152216
0,32,0,152420
22,32,1,152420
0,32,0,152670
22,32,1,152670
2609,0,5,152670
31,0,2,152670
0,32,0,152920
22,32,1,152920
0,32,0,153170
22,32,1,153170
50,1,3,153215
100,1,4,153215
0,32,0,153420
22,32,1,153420
0,37,0,153670
22,37,1,153670
0,37,0,153920
22,37,1,153920
0,37,0,154170
22,37,1,154170
50,129,3,154318
100,129,4,154318
0,37,0,154420
22,37,1,154420
0,37,0,154670
22,37,1,154670
2609,0,5,154670
31,0,2,154670
0,28,0,154920
22,28,1,154920
0,28,0,155170
22,28,1,155170
50,129,3,155216
100,129,4,155216
0,28,0,155420
22,28,1,155420
0,28,0,155670
22,28,1,155670
0,34,0,155920
22,34,1,155920
0,34,0,156170
22,34,1,156170
51,1,3,156214
100,1,4,156214
0,34,0,156420
22,34,1,156420
0,34,0,156670
22,34,1,156670
2609,0,5,156670
31,0,2,156670
0,34,0,156920
22,34,1,156920
0,26,0,157170
22,26,1,157170
51,1,3,157334
100,1,4,157334
0,26,0,157420
22,26,1,157420
0,26,0,157670
22,26,1,157670
0,26,0,157920
22,26,1,157920
0,26,0,158170
22,26,1,158170
51,1,3,158217
100,1,4,158217
0,38,0,158420
22,38,1,158420
0,38,0,158670
22,38,1,158670
2609,0,5,158670
31,0,2,158670
0,38,0,158920
22,38,1,158920
51,129,3,159139
100,129,4,159139
0,38,0,159170
22,38,1,159170
0,38,0,159420
22,38,1,159420
0,37,0,159670
22,37,1,159670
0,37,0,159920
22,37,1,159920
51,33,3,160048
100,33,4,160048
0,37,0,160170
22,37,1,160170
0,37,0,160420
22,37,1,160420
0,37,0,160670
22,37,1,160670
2609,0,5,160670
31,0,2,160670
0,26,0,160920
22,26,1,160920
0,26,0,161170
22,26,1,161170
51,33,3,161248
100,33,4,161248
0,26,0,161420
22,26,1,161420
0,26,0,161670
22,26,1,161670
0,31,0,161920
22,31,1,161920
0,31,0,162170
22,31,1,162170
51,33,3,162214
100,33,4,162214
0,31,0,162420
22,31,1,162420
0,31,0,162670
22,31,1,162670
2609,0,5,162670
31,0,2,162670
0,31,0,162920
22,31,1,162920
0,37,0,163170
22,37,1,163170
51,33,3,163319
100,33,4,163319
0,37,0,163420
22,37,1,163420
0,37,0,163670
22,37,1,163670
0,37,0,163920
22,37,1,163920
0,37,0,164170
22,37,1,164170
51,129,3,164243
100,129,4,164243
0,42,0,164420
22,42,1,164420
0,42,0,164670
22,42,1,164670
2609,0,5,164670
31,0,2,164670
0,42,0,164920
22,42,1,164920
0,42,0,165170
22,42,1,165170
51,1,3,165213
100,1,4,165213
0,42,0,165420
22,42,1,165420
0,35,0,165670
22,35,1,165670
0,35,0,165920
22,35,1,165920
0,35,0,166170
22,35,1,166170
50,129,3,166358
98,129,4,166358
0,35,0,166420
22,35,1,166420
0,35,0,166670
22,35,1,166670
2609,0,5,166670
31,0,2,166670
0,30,0,166920
22,30,1,166920
0,30,0,167170
22,30,1,167170
50,129,3,167231
99,129,4,167231
0,30,0,167420
22,30,1,167420
0,30,0,167670
22,30,1,167670
0,30,0,167920
22,30,1,167920
0,30,0,168170
22,30,1,168170
50,1,3,168214
99,1,4,168214
0,30,0,168420
22,30,1,168420
0,30,0,168670
22,30,1,168670
2609,0,5,168670
31,0,2,168670
0,30,0,168920
22,30,1,168920
50,1,3,169040
99,1,4,169040
0,46,0,169170
22,46,1,169170
0,46,0,169420
22,46,1,169420
0,46,0,169670
22,46,1,169670
0,46,0,169920
22,46,1,169920
0,46,0,170170
22,46,1,170170
50,1,3,170254
99,1,4,170254
0,39,0,170420
22,39,1,170420
0,39,0,170670
22,39,1,170670
2608,0,5,170670
31,0,2,170670
0,39,0,170920
22,39,1,170920
0,39,0,171170
22,39,1,171170
50,5,3,171209
99,5,4,171209
0,39,0,171420
22,39,1,171420
0,30,0,171670
22,30,1,171670
0,30,0,171920
22,30,1,171920
50,5,3,172080
99,5,4,172080
0,30,0,172170
22,30,1,172170
0,30,0,172420
22,30,1,172420
0,30,0,172670
22,30,1,172670
2609,0,5,172670
31,0,2,172670
0,30,0,172920
22,30,1,172920
0,30,0,173170
22,30,1,173170
50,1,3,173298
99,1,4,173298
0,30,0,173420
22,30,1,173420
0,30,0,173670
22,30,1,173670
0,30,0,173920
22,30,1,173920
0,35,0,174170
22,35,1,174170
50,129,3,174225
99,129,4,174225
0,35,0,174420
22,35,1,174420
0,35,0,174670
22,35,1,174670
2608,0,5,174670
31,0,2,174670
0,35,0,174920
22,35,1,174920
0,32,0,175170
22,32,1,175170
50,129,3,175199
99,129,4,175199
0,32,0,175420
22,32,1,175420
0,32,0,175670
22,32,1,175670
0,32,0,175920
22,32,1,175920
0,32,0,176170
22,32,1,176170
50,129,3,176325
99,129,4,176325
0,37,0,176420
22,37,1,176420
0,37,0,176670
22,37,1,176670
2608,0,5,176670
31,0,2,176670
0,37,0,176920
22,37,1,176920
0,37,0,177170
22,37,1,177170
50,129,3,177219
99,129,4,177219
0,37,0,177420
22,37,1,177420
0,28,0,177670
22,28,1,177670
0,28,0,177920
22,28,1,177920
0,28,0,178170
22,28,1,178170
50,129,3,178213
100,129,4,178213
0,28,0,178420
22,28,1,178420
0,28,0,178670
22,28,1,178670
2609,0,5,178670
31,0,2,178670
0,38,0,178920
22,38,1,178920
0,38,0,179170
22,38,1,179170
50,129,3,179328
100,129,4,179328
0,38,0,179420
22,38,1,179420
0,38,0,179670
22,38,1,179670
0,38,0,179920
22,38,1,179920
0,26,0,180170
22,26,1,180170
50,1,3,180222
100,1,4,180222
0,26,0,180420
22,26,1,180420
0,26,0,180670
22,26,1,180670
2608,0,5,180670
31,0,2,180670
0,26,0,180920
22,26,1,180920
0,27,0,181170
22,27,1,181170
50,129,3,181214
100,129,4,181214
0,27,0,181420
22,27,1,181420
0,27,0,181670
22,27,1,181670
0,27,0,181920
22,27,1,181920
0,27,0,182170
22,27,1,182170
50,1,3,182365
100,1,4,182365
0,26,0,182420
22,26,1,182420
0,26,0,182670
22,26,1,182670
2608,0,5,182670
31,0,2,182670
0,26,0,182920
22,26,1,182920
0,26,0,183170
22,26,1,183170
50,129,3,183250
100,129,4,183250
0,26,0,183420
22,26,1,183420
0,27,0,183670
22,27,1,183670
0,27,0,183920
22,27,1,183920
0,27,0,184170
22,27,1,184170
50,129,3,184219
100,129,4,184219
0,27,0,184420
22,27,1,184420
0,27,0,184670
22,27,1,184670
2608,0,5,184670
31,0,2,184670
0,18,0,184920
22,18,1,184920
50,129,3,185068
100,129,4,185068
0,18,0,185170
22,18,1,185170
0,18,0,185420
22,18,1,185420
0,18,0,185670
22,18,1,185670
0,18,0,185920
22,18,1,185920
0,32,0,186170
22,32,1,186170
50,1,3,186269
100,1,4,186269
0,32,0,186420
22,32,1,186420
0,32,0,186670
22,32,1,186670
2608,0,5,186670
31,0,2,186670
0,32,0,186920
22,32,1,186920
0,31,0,187170
22,31,1,187170
49,129,3,187174
100,129,4,187174
0,31,0,187420
22,31,1,187420
0,31,0,187670
22,31,1,187670
0,31,0,187920
22,31,1,187920
0,31,0,188170
22,31,1,188170
49,129,3,188349
100,129,4,188349
0,33,0,188420
22,33,1,188420
0,33,0,188670
22,33,1,188670
2608,0,5,188670
31,0,2,188670
0,33,0,188920
22,33,1,188920
0,33,0,189170
22,33,1,189170
49,1,3,189285
100,1,4,189285
0,33,0,189420
22,33,1,189420
0,30,0,189670
22,30,1,189670
0,30,0,189920
22,30,1,189920
0,30,0,190170
22,30,1,190170
49,129,3,190218
100,129,4,190218
0,30,0,190420
22,30,1,190420
0,30,0,190670
22,30,1,190670
2608,0,5,190670
31,0,2,190670
0,45,0,190920
22,45,1,190920
49,129,3,191048
100,129,4,191048
0,45,0,191170
22,45,1,191170
0,45,0,191420
22,45,1,191420
0,45,0,191670
22,45,1,191670
0,45,0,191920
22,45,1,191920
0,35,0,192170
22,35,1,192170
49,129,3,192252
100,129,4,192252
0,35,0,192420
22,35,1,192420
0,35,0,192670
22,35,1,192670
2608,0,5,192670
31,0,2,192670
0,35,0,192920
22,35,1,192920
0,35,0,193170
22,35,1,193170
49,129,3,193215
100,129,4,193215
0,35,0,193420
22,35,1,193420
0,35,0,193670
22,35,1,193670
0,35,0,193920
22,35,1,193920
49,129,3,194054
100,129,4,194054
0,35,0,194170
22,35,1,194170
0,34,0,194420
22,34,1,194420
0,34,0,194670
22,34,1,194670
2608,0,5,194670
31,0,2,194670
0,34,0,194920
22,34,1,194920
0,34,0,195170
22,34,1,195170
49,129,3,195296
100,129,4,195296
0,34,0,195420
22,34,1,195420
0,38,0,195670
22,38,1,195670
0,38,0,195920
22,38,1,195920
0,38,0,196170
22,38,1,196170
49,129,3,196217
100,129,4,196217
0,38,0,196420
22,38,1,196420
0,38,0,196670
22,38,1,196670
2608,0,5,196670
31,0,2,196670
0,37,0,196920
22,37,1,196920
0,37,0,197170
22,37,1,197170
49,129,3,197171
100,129,4,197171
0,37,0,197420
22,37,1,197420
0,37,0,197670
22,37,1,197670
0,37,0,197920
22,37,1,197920
0,29,0,198170
22,29,1,198170
49,129,3,198285
100,129,4,198285
0,29,0,198420
22,29,1,198420
0,29,0,198670
22,29,1,198670
2608,0,5,198670
31,0,2,198670
0,29,0,198920
22,29,1,198920
0,29,0,199170
22,29,1,199170
49,129,3,199225
100,129,4,199225
0,40,0,199420
22,40,1,199420
0,40,0,199670
22,40,1,199670
0,40,0,199920
22,40,1,199920
50,129,3,200084
100,129,4,200084
0,40,0,200170
22,40,1,200170
0,41,0,200420
22,41,1,200420
0,41,0,200670
22,41,1,200670
2608,0,5,200670
31,0,2,200670
0,41,0,200920
22,41,1,200920
0,41,0,201170
22,41,1,201170
50,129,3,201316
100,129,4,201316
0,41,0,201420
22,41,1,201420
0,35,0,201670
22,35,1,201670
0,35,0,201920
22,35,1,201920
0,35,0,202170
22,35,1,202170
52,129,3,202216
100,129,4,202216
0,35,0,202420
22,35,1,202420
0,35,0,202670
22,35,1,202670
2608,0,5,202670
31,0,2,202670
0,30,0,202920
22,30,1,202920
52,129,3,203095
100,129,4,203095
0,30,0,203170
22,30,1,203170
0,30,0,203420
22,30,1,203420
0,30,0,203670
22,30,1,203670
0,30,0,203920
22,30,1,203920
0,31,0,204170
22,31,1,204170
52,129,3,204315
100,129,4,204315
0,31,0,204420
22,31,1,204420
0,31,0,204670
22,31,1,204670
2608,0,5,204670
31,0,2,204670
0,31,0,204920
22,31,1,204920
0,31,0,205170
22,31,1,205170
52,129,3,205220
100,129,4,205220
0,30,0,205420
22,30,1,205420
0,30,0,205670
22,30,1,205670
0,30,0,205920
22,30,1,205920
0,30,0,206170
22,30,1,206170
50,129,3,206215
100,129,4,206215
0,23,0,206420
22,23,1,206420
0,23,0,206670
22,23,1,206670
2608,0,5,206670
31,0,2,206670
0,23,0,206920
22,23,1,206920
0,23,0,207170
22,23,1,207170
50,129,3,207323
100,129,4,207323
0,23,0,207420
22,23,1,207420
0,33,0,207670
22,33,1,207670
0,33,0,207920
22,33,1,207920
0,33,0,208170
22,33,1,208170
51,129,3,208226
100,129,4,208226
0,33,0,208420
22,33,1,208420
0,33,0,208670
22,33,1,208670
2608,0,5,208670
31,0,2,208670
0,27,0,208920
22,27,1,208920
0,27,0,209170
22,27,1,209170
51,1,3,209215
100,1,4,209215
0,27,0,209420
22,27,1,209420
0,27,0,209670
22,27,1,209670
0,27,0,209920
22,27,1,209920
0,40,0,210170
22,40,1,210170
51,129,3,210347
100,129,4,210347
0,40,0,210420
22,40,1,210420
0,40,0,210670
22,40,1,210670
2607,0,5,210670
31,0,2,210670
0,40,0,210920
22,40,1,210920
0,40,0,211170
22,40,1,211170
51,129,3,211255
100,129,4,211255
0,31,0,211420
22,31,1,211420
0,31,0,211670
22,31,1,211670
0,31,0,211920
22,31,1,211920
0,31,0,212170
22,31,1,212170
51,129,3,212215
100,129,4,212215
0,31,0,212420
22,31,1,212420
0,37,0,212670
22,37,1,212670
2607,0,5,212670
31,0,2,212670
0,37,0,212920
22,37,1,212920
50,1,3,213048
100,1,4,213048
0,37,0,213170
22,37,1,213170
0,37,0,213420
22,37,1,213420
0,26,0,213670
22,26,1,213670
0,26,0,213920
22,26,1,213920
0,26,0,214170
22,26,1,214170
50,129,3,214242
100,129,4,214242
0,26,0,214420
22,26,1,214420
0,26,0,214670
22,26,1,214670
2607,0,5,214670
31,0,2,214670
0,30,0,214920
22,30,1,214920
0,30,0,215170
22,30,1,215170
50,129,3,215216
100,129,4,215216
0,30,0,215420
22,30,1,215420
0,30,0,215670
22,30,1,215670
0,30,0,215920
22,30,1,215920
51,129,3,216064
100,129,4,216064
0,31,0,216170
22,31,1,216170
0,31,0,216420
22,31,1,216420
0,31,0,216670
22,31,1,216670
2608,0,5,216670
31,0,2,216670
0,31,0,216920
22,31,1,216920
0,31,0,217170
22,31,1,217170
52,129,3,217265
100,129,4,217265
0,25,0,217420
22,25,1,217420
0,25,0,217670
22,25,1,217670
0,25,0,217920
22,25,1,217920
0,25,0,218170
22,25,1,218170
52,129,3,218219
100,129,4,218219
0,25,0,218420
22,25,1,218420
0,33,0,218670
22,33,1,218670
2607,0,5,218670
31,0,2,218670
0,33,0,218920
22,33,1,218920
51,129,3,219070
100,129,4,219070
0,33,0,219170
22,33,1,219170
0,33,0,219420
22,33,1,219420
0,19,0,219670
22,19,1,219670
0,19,0,219920
22,19,1,219920
0,19,0,220170
22,19,1,220170
52,1,3,220312
100,1,4,220312
0,19,0,220420
22,19,1,220420
0,19,0,220670
22,19,1,220670
2607,0,5,220670
31,0,2,220670
0,24,0,220920
22,24,1,220920
0,24,0,221170
22,24,1,221170
52,129,3,221182
100,129,4,221182
0,24,0,221420
22,24,1,221420
0,24,0,221670
22,24,1,221670
0,24,0,221920
22,24,1,221920
51,129,3,222093
100,129,4,222093
0,27,0,222170
22,27,1,222170
0,27,0,222420
22,27,1,222420
0,27,0,222670
22,27,1,222670
2607,0,5,222670
31,0,2,222670
0,27,0,222920
22,27,1,222920
0,27,0,223170
22,27,1,223170
50,129,3,223303
100,129,4,223303
0,33,0,223420
22,33,1,223420
0,33,0,223670
22,33,1,223670
0,33,0,223920
22,33,1,223920
0,33,0,224170
22,33,1,224170
50,129,3,224215
100,129,4,224215
0,33,0,224420
22,33,1,224420
0,27,0,224670
22,27,1,224670
2607,0,5,224670
31,0,2,224670
0,27,0,224920
22,27,1,224920
49,129,3,225107
100,129,4,225107
0,27,0,225170
22,27,1,225170
0,27,0,225420
22,27,1,225420
0,32,0,225670
22,32,1,225670
0,32,0,225920
22,32,1,225920
0,32,0,226170
22,32,1,226170
49,129,3,226286
100,129,4,226286
0,32,0,226420
22,32,1,226420
0,32,0,226670
22,32,1,226670
2607,0,5,226670
31,0,2,226670
0,35,0,226920
22,35,1,226920
0,35,0,227170
22,35,1,227170
49,129,3,227213
100,129,4,227213
0,35,0,227420
22,35,1,227420
0,35,0,227670
22,35,1,227670
0,35,0,227920
22,35,1,227920
49,129,3,228101
100,129,4,228101
0,35,0,228170
22,35,1,228170
0,35,0,228420
22,35,1,228420
0,35,0,228670
22,35,1,228670
2607,0,5,228670
31,0,2,228670
0,35,0,228920
22,35,1,228920
0,35,0,229170
22,35,1,229170
49,1,3,229298
100,1,4,229298
0,15,0,229420
22,15,1,229420
0,15,0,229670
22,15,1,229670
0,15,0,229920
22,15,1,229920
0,15,0,230170
22,15,1,230170
49,1,3,230213
100,1,4,230213
0,15,0,230420
22,15,1,230420
0,28,0,230670
22,28,1,230670
2607,0,5,230670
31,0,2,230670
0,28,0,230920
22,28,1,230920
0,28,0,231170
22,28,1,231170
49,1,3,231230
100,1,4,231230
0,28,0,231420
22,28,1,231420
0,28,0,231670
22,28,1,231670
0,37,0,231920
22,37,1,231920
0,37,0,232170
22,37,1,232170
49,1,3,232342
100,1,4,232342
0,37,0,232420
22,37,1,232420
0,37,0,232670
22,37,1,232670
2607,0,5,232670
31,0,2,232670
0,34,0,232920
22,34,1,232920
0,34,0,233170
22,34,1,233170
49,1,3,233214
100,1,4,233214
0,34,0,233420
22,34,1,233420
0,34,0,233670
22,34,1,233670
0,34,0,233920
22,34,1,233920
0,33,0,234170
22,33,1,234170
49,1,3,234206
100,1,4,234206
0,33,0,234420
22,33,1,234420
0,33,0,234670
22,33,1,234670
2607,0,5,234670
31,0,2,234670
0,33,0,234920
22,33,1,234920
0,33,0,235170
22,33,1,235170
49,5,3,235344
100,5,4,235344
0,40,0,235420
22,40,1,235420
0,40,0,235670
22,40,1,235670
0,40,0,235920
22,40,1,235920
0,40,0,236170
22,40,1,236170
49,1,3,236237
100,1,4,236237
0,40,0,236420
22,40,1,236420
0,32,0,236670
22,32,1,236670
2607,0,5,236670
31,0,2,236670
0,32,0,236920
22,32,1,236920
0,32,0,237170
22,32,1,237170
49,129,3,237198
100,129,4,237198
0,32,0,237420
22,32,1,237420
0,32,0,237670
22,32,1,237670
0,28,0,237920
22,28,1,237920
0,28,0,238170
22,28,1,238170
49,1,3,238315
100,1,4,238315
0,28,0,238420
22,28,1,238420
0,28,0,238670
22,28,1,238670
2607,0,5,238670
31,0,2,238670
0,41,0,238920
22,41,1,238920
0,41,0,239170
22,41,1,239170
49,129,3,239249
100,129,4,239249
0,41,0,239420
22,41,1,239420
0,41,0,239670
22,41,1,239670
0,41,0,239920
22,41,1,239920
0,31,0,240170
22,31,1,240170
49,33,3,240224
100,33,4,240224
0,31,0,240420
22,31,1,240420
0,31,0,240670
22,31,1,240670
2607,0,5,240670
31,0,2,240670
0,31,0,240920
22,31,1,240920
0,31,0,241170
22,31,1,241170
49,33,3,241316
100,33,4,241316
0,30,0,241420
22,30,1,241420
0,30,0,241670
22,30,1,241670
0,30,0,241920
22,30,1,241920
0,30,0,242170
22,30,1,242170
49,129,3,242258
100,129,4,242258
0,30,0,242420
22,30,1,242420
0,15,0,242670
22,15,1,242670
2607,0,5,242670
31,0,2,242670
0,15,0,242920
22,15,1,242920
0,15,0,243170
22,15,1,243170
49,1,3,243214
100,1,4,243214
0,15,0,243420
22,15,1,243420
0,15,0,243670
22,15,1,243670
0,34,0,243920
22,34,1,243920
0,34,0,244170
22,34,1,244170
49,129,3,244357
100,129,4,244357
0,34,0,244420
22,34,1,244420
0,34,0,244670
22,34,1,244670
2607,0,5,244670
31,0,2,244670
0,34,0,244920
22,34,1,244920
0,35,0,245170
22,35,1,245170
49,129,3,245241
100,129,4,245241
0,35,0,245420
22,35,1,245420
0,35,0,245670
22,35,1,245670
0,35,0,245920
22,35,1,245920
0,23,0,246170
22,23,1,246170
49,129,3,246219
100,129,4,246219
0,23,0,246420
22,23,1,246420
0,23,0,246670
22,23,1,246670
2607,0,5,246670
31,0,2,246670
0,23,0,246920
22,23,1,246920
0,23,0,247170
22,23,1,247170
49,129,3,247401
100,129,4,247401
0,24,0,247420
22,24,1,247420
0,24,0,247670
22,24,1,247670
0,24,0,247920
22,24,1,247920
0,24,0,248170
22,24,1,248170
50,129,3,248272
100,129,4,248272
0,24,0,248420
22,24,1,248420
0,26,0,248670
22,26,1,248670
2607,0,5,248670
31,0,2,248670
0,26,0,248920
22,26,1,248920
0,26,0,249170
22,26,1,249170
50,129,3,249222
100,129,4,249222
0,26,0,249420
22,26,1,249420
0,26,0,249670
22,26,1,249670
0,39,0,249920
22,39,1,249920
50,129,3,250080
100,129,4,250080
0,39,0,250170
22,39,1,250170
0,39,0,250420
22,39,1,250420
0,39,0,250670
22,39,1,250670
2607,0,5,250670
31,0,2,250670
0,39,0,250920
22,39,1,250920
0,28,0,251170
22,28,1,251170
50,129,3,251287
100,129,4,251287
0,28,0,251420
22,28,1,251420
0,28,0,251670
22,28,1,251670
0,28,0,251920
22,28,1,251920
0,28,0,252170
22,28,1,252170
50,129,3,252221
100,129,4,252221
0,28,0,252420
22,28,1,252420
0,28,0,252670
22,28,1,252670
2606,0,5,252670
31,0,2,252670
0,28,0,252920
22,28,1,252920
50,129,3,253060
100,129,4,253060
0,28,0,253170
22,28,1,253170
0,30,0,253420
22,30,1,253420
0,30,0,253670
22,30,1,253670
0,30,0,253920
22,30,1,253920
0,30,0,254170
22,30,1,254170
50,129,3,254277
100,129,4,254277
0,30,0,254420
22,30,1,254420
0,37,0,254670
22,37,1,254670
2606,0,5,254670
31,0,2,254670
0,37,0,254920
22,37,1,254920
0,37,0,255170
22,37,1,255170
50,129,3,255194
100,129,4,255194
0,37,0,255420
22,37,1,255420
0,37,0,255670
22,37,1,255670
0,35,0,255920
22,35,1,255920
51,129,3,256071
100,129,4,256071
0,35,0,256170
22,35,1,256170
0,35,0,256420
22,35,1,256420
0,35,0,256670
22,35,1,256670
2606,0,5,256670
31,0,2,256670
0,35,0,256920
22,35,1,256920
0,22,0,257170
22,22,1,257170
52,1,3,257290
100,1,4,257290
0,22,0,257420
22,22,1,257420
0,22,0,257670
22,22,1,257670
0,22,0,257920
22,22,1,257920
0,36,0,258170
22,36,1,258170
52,5,3,258219
100,5,4,258219
0,36,0,258420
22,36,1,258420
0,36,0,258670
22,36,1,258670
2607,0,5,258670
31,0,2,258670
0,36,0,258920
22,36,1,258920
52,1,3,259095
100,1,4,259095
0,36,0,259170
22,36,1,259170
0,37,0,259420
22,37,1,259420
0,37,0,259670
22,37,1,259670
0,37,0,259920
22,37,1,259920
0,37,0,260170
22,37,1,260170
52,5,3,260309
100,5,4,260309
0,37,0,260420
22,37,1,260420
0,26,0,260670
22,26,1,260670
2606,0,5,260670
31,0,2,260670
0,26,0,260920
22,26,1,260920
0,26,0,261170
22,26,1,261170
52,129,3,261219
100,129,4,261219
0,26,0,261420
22,26,1,261420
0,26,0,261670
22,26,1,261670
0,31,0,261920
22,31,1,261920
52,1,3,262085
100,1,4,262085
0,31,0,262170
22,31,1,262170
0,31,0,262420
22,31,1,262420
0,31,0,262670
22,31,1,262670
2607,0,5,262670
31,0,2,262670
0,31,0,262920
22,31,1,262920
0,33,0,263170
22,33,1,263170
52,5,3,263328
100,5,4,263328
0,33,0,263420
22,33,1,263420
0,33,0,263670
22,33,1,263670
0,33,0,263920
22,33,1,263920
0,33,0,264170
22,33,1,264170
52,5,3,264215
100,5,4,264215
0,38,0,264420
22,38,1,264420
0,38,0,264670
22,38,1,264670
2606,0,5,264670
31,0,2,264670
0,38,0,264920
22,38,1,264920
0,38,0,265170
22,38,1,265170
52,1,3,265210
100,1,4,265210
0,37,0,265420
22,37,1,265420
0,37,0,265670
22,37,1,265670
0,37,0,265920
22,37,1,265920
0,37,0,266170
22,37,1,266170
52,129,3,266302
100,129,4,266302
0,37,0,266420
22,37,1,266420
0,39,0,266670
22,39,1,266670
2606,0,5,266670
31,0,2,266670
0,39,0,266920
22,39,1,266920
0,39,0,267170
22,39,1,267170
52,1,3,267219
100,1,4,267219
0,39,0,267420
22,39,1,267420
0,39,0,267670
22,39,1,267670
0,37,0,267920
22,37,1,267920
0,37,0,268170
22,37,1,268170
52,1,3,268213
100,1,4,268213
0,37,0,268420
22,37,1,268420
0,37,0,268670
22,37,1,268670
2606,0,5,268670
31,0,2,268670
0,37,0,268920
22,37,1,268920
0,31,0,269170
22,31,1,269170
52,1,3,269352
100,1,4,269352
0,31,0,269420
22,31,1,269420
0,31,0,269670
22,31,1,269670
0,31,0,269920
22,31,1,269920
0,31,0,270170
22,31,1,270170
52,1,3,270229
100,1,4,270229
0,30,0,270420
22,30,1,270420
0,30,0,270670
22,30,1,270670
2606,0,5,270670
31,0,2,270670
0,30,0,270920
22,30,1,270920
52,1,3,271151
100,1,4,271151
0,30,0,271170
22,30,1,271170
0,32,0,271420
22,32,1,271420
0,32,0,271670
22,32,1,271670
0,32,0,271920
22,32,1,271920
0,32,0,272170
22,32,1,272170
52,1,3,272359
100,1,4,272359
0,32,0,272420
22,32,1,272420
0,42,0,272670
22,42,1,272670
2606,0,5,272670
31,0,2,272670
0,42,0,272920
22,42,1,272920
0,42,0,273170
22,42,1,273170
52,1,3,273233
100,1,4,273233
0,42,0,273420
22,42,1,273420
0,42,0,273670
22,42,1,273670
0,35,0,273920
22,35,1,273920
0,35,0,274170
22,35,1,274170
52,1,3,274217
100,1,4,274217
0,35,0,274420
22,35,1,274420
0,35,0,274670
22,35,1,274670
2606,0,5,274670
31,0,2,274670
0,35,0,274920
22,35,1,274920
0,43,0,275170
22,43,1,275170
52,1,3,275341
100,1,4,275341
0,43,0,275420
22,43,1,275420
0,43,0,275670
22,43,1,275670
0,43,0,275920
22,43,1,275920
0,43,0,276170
22,43,1,276170
52,33,3,276249
100,33,4,276249
0,31,0,276420
22,31,1,276420
0,31,0,276670
22,31,1,276670
2606,0,5,276670
31,0,2,276670
0,31,0,276920
22,31,1,276920
0,31,0,277170
22,31,1,277170
52,33,3,277216
100,33,4,277216
0,26,0,277420
22,26,1,277420
0,26,0,277670
22,26,1,277670
0,26,0,277920
22,26,1,277920
0,26,0,278170
22,26,1,278170
0,26,0,278420
22,26,1,278420
52,33,3,278465
100,33,4,278465
0,45,0,278670
22,45,1,278670
2606,0,5,278670
31,0,2,278670
0,45,0,278920
22,45,1,278920
0,45,0,279170
22,45,1,279170
52,33,3,279254
100,33,4,279254
0,45,0,279420
22,45,1,279420
0,45,0,279670
22,45,1,279670
0,28,0,279920
22,28,1,279920
0,28,0,280170
22,28,1,280170
52,33,3,280216
100,33,4,280216
0,28,0,280420
22,28,1,280420
0,28,0,280670
22,28,1,280670
2606,0,5,280670
31,0,2,280670
0,28,0,280920
22,28,1,280920
52,37,3,281055
